,datetime,number,name,address,banking,bonus,bike_stands,available_bike_stands,available_bikes,status,last_update,time_to_last_update
0,2023-12-15 19:01:58,59,LIDL BEŽIGRAD,Bežigrad 11,False,False,20,19,1,OPEN,2023-12-15 17:57:36,3862.0
1,2023-12-15 19:01:58,54,ŠMARTINSKI PARK,Smartinska cesta 58,False,False,20,7,13,OPEN,2023-12-15 17:58:52,3786.0
2,2023-12-15 19:01:58,45,SAVSKO NASELJE 1-ŠMARTINSKA CESTA,Savska cesta 1,False,False,20,20,0,OPEN,2023-12-15 17:59:17,3761.0
3,2023-12-15 19:01:58,68,ČRNUČE,Dunajska cesta,False,False,20,17,3,OPEN,2023-12-15 17:55:21,3997.0
4,2023-12-15 19:01:58,11,VILHARJEVA CESTA,Vilharjeva cesta 23,False,False,20,2,18,OPEN,2023-12-15 17:57:50,3848.0
5,2023-12-15 19:01:58,10,MASARYKOVA DDC,Masarykova cesta 14,False,False,18,14,4,OPEN,2023-12-15 17:59:16,3762.0
6,2023-12-15 19:01:58,2,POGAČARJEV TRG-TRŽNICA,Pogačarjev trg 3,False,False,18,0,18,OPEN,2023-12-15 17:58:02,3836.0
7,2023-12-15 19:01:58,4,CANKARJEVA UL.-NAMA,Cankarjeva cesta 1,False,False,26,17,9,OPEN,2023-12-15 18:00:47,3671.0
8,2023-12-15 19:01:58,41,ANTONOV TRG,Tržaška 91,False,False,20,13,7,OPEN,2023-12-15 17:58:00,3838.0
9,2023-12-15 19:01:58,73,PRUŠNIKOVA,Prušnikova ulica,False,False,20,15,5,OPEN,2023-12-15 17:55:32,3986.0
10,2023-12-15 19:01:58,76,TEHNOLOŠKI PARK,Tehnološki park,False,False,20,15,5,OPEN,2023-12-15 17:55:20,3998.0
11,2023-12-15 19:01:58,66,KOSEŠKI BAJER,Koseška cesta,False,False,20,14,6,OPEN,2023-12-15 17:52:43,4155.0
12,2023-12-15 19:01:58,19,TIVOLI,Celovška cesta 26,False,False,20,8,12,OPEN,2023-12-15 17:57:58,3840.0
13,2023-12-15 19:01:58,25,TRŽNICA MOSTE,Zaloška cesta 54,False,False,21,12,9,OPEN,2023-12-15 17:57:36,3862.0
14,2023-12-15 19:01:58,6,GRUDNOVO NABREŽJE-KARLOVŠKA C.,Grudnovo nabrežje 3,False,False,18,18,0,OPEN,2023-12-15 17:58:19,3819.0
15,2023-12-15 19:01:58,51,LIDL-LITIJSKA CESTA,Litijska cesta 53,False,False,20,14,6,OPEN,2023-12-15 17:56:43,3915.0
16,2023-12-15 19:01:58,31,ŠPORTNI CENTER STOŽICE,Vojkova cesta 91,False,False,26,11,15,OPEN,2023-12-15 17:54:34,4044.0
17,2023-12-15 19:01:58,22,ŠPICA,Prule 8,False,False,18,12,6,OPEN,2023-12-15 17:59:14,3764.0
18,2023-12-15 19:01:58,80,ROŠKA - STRELIŠKA,Roška cesta,False,False,20,15,5,OPEN,2023-12-15 17:56:05,3953.0
19,2023-12-15 19:01:58,8,BAVARSKI DVOR,Slovenska cesta 55c,False,False,20,5,15,OPEN,2023-12-15 17:59:19,3759.0
20,2023-12-15 19:01:58,20,STARA CERKEV,Celovška cesta 69,False,False,14,0,14,OPEN,2023-12-15 17:57:31,3867.0
21,2023-12-15 19:01:58,46,SITULA,Vilharjeva cesta 44,False,False,20,19,1,OPEN,2023-12-15 17:59:36,3742.0
22,2023-12-15 19:01:58,17,ILIRSKA ULICA,Ilirska ulica 1,False,False,18,16,2,OPEN,2023-12-15 17:57:38,3860.0
23,2023-12-15 19:01:58,72,LIDL - RUDNIK,Betettova cesta,False,False,20,12,8,OPEN,2023-12-15 17:54:10,4068.0
24,2023-12-15 19:01:58,64,KOPALIŠČE KOLEZIJA,Gunduličeva ulica,False,False,20,20,0,OPEN,2023-12-15 17:55:43,3975.0
25,2023-12-15 19:01:58,74,POVŠETOVA - KAJUHOVA,Povšetova - Kajuhova,False,False,20,13,7,OPEN,2023-12-15 17:55:54,3964.0
26,2023-12-15 19:01:58,29,DUNAJSKA C.-PS MERCATOR,Dunajska cesta 105,False,False,18,15,3,OPEN,2023-12-15 17:57:30,3868.0
27,2023-12-15 19:01:58,34,CITYPARK,Citypark - Šmartinska 152 g,False,False,20,8,11,OPEN,2023-12-15 17:55:17,4001.0
28,2023-12-15 19:01:58,32,KOPRSKA ULICA,Koprska ulica 98,False,False,8,4,4,OPEN,2023-12-15 17:58:38,3800.0
29,2023-12-15 19:01:58,30,LIDL - VOJKOVA CESTA,,False,False,20,16,4,OPEN,2023-12-15 17:57:19,3879.0
30,2023-12-15 19:01:58,55,POLJANSKA-POTOČNIKOVA,Poljanska cesta 50,False,False,20,12,8,OPEN,2023-12-15 17:58:06,3832.0
31,2023-12-15 19:01:58,57,POVŠETOVA-GRABLOVIČEVA,Grabloviceva ulica 60,False,False,19,14,5,OPEN,2023-12-15 18:00:21,3697.0
32,2023-12-15 19:01:58,12,PARK NAVJE-ŽELEZNA CESTA,Železna cesta 18,False,False,20,18,2,OPEN,2023-12-15 17:58:09,3829.0
33,2023-12-15 19:01:58,71,ZALOG,Zaloška cesta,False,False,20,9,11,OPEN,2023-12-15 17:55:53,3965.0
34,2023-12-15 19:01:58,53,CESTA NA ROŽNIK,Cesta na Rožnik 1,False,False,20,19,1,OPEN,2023-12-15 17:56:50,3908.0
35,2023-12-15 19:01:58,48,HOFER-KAJUHOVA,Kajuhova ulica 42,False,False,20,11,9,OPEN,2023-12-15 17:57:55,3843.0
36,2023-12-15 19:01:58,27,DUNAJSKA C.-PS PETROL,Dunajska cesta 50,False,False,20,18,2,OPEN,2023-12-15 17:55:52,3966.0
37,2023-12-15 19:01:58,69,STUDENEC,Zaloška cesta,False,False,20,4,16,OPEN,2023-12-15 17:57:51,3847.0
38,2023-12-15 19:01:58,14,PARKIRIŠČE NUK 2-FF,Zoisova cesta 2,False,False,20,17,3,OPEN,2023-12-15 17:58:47,3791.0
39,2023-12-15 19:01:58,42,BRATOVŠEVA PLOŠČAD,Dunajska 211,False,False,20,16,4,OPEN,2023-12-15 17:58:02,3836.0
40,2023-12-15 19:01:58,3,KONGRESNI TRG-ŠUBIČEVA ULICA,Kongresni trg 3,False,False,20,12,8,OPEN,2023-12-15 17:58:29,3809.0
41,2023-12-15 19:01:58,43,BS4-STOŽICE,Dunajska 186,False,False,20,12,8,OPEN,2023-12-15 18:01:17,3641.0
42,2023-12-15 19:01:58,78,GERBIČEVA - ŠPORTNI PARK SVOBODA,Gerbičeva ulica 61,False,False,20,17,3,OPEN,2023-12-15 17:58:41,3797.0
43,2023-12-15 19:01:58,52,ŽIVALSKI VRT,Večna pot 70,False,False,20,16,4,OPEN,2023-12-15 17:55:59,3959.0
44,2023-12-15 19:01:58,82,VOKA - SLOVENČEVA,Vodovodna cesta 90,False,False,20,17,3,OPEN,2023-12-15 17:53:08,4130.0
45,2023-12-15 19:01:58,35,BTC CITY/DVORANA A,BTC City/Dvorana A,False,False,20,10,10,OPEN,2023-12-15 17:56:42,3916.0
46,2023-12-15 19:01:58,37,TRNOVO,TRNOVO,False,False,20,12,8,OPEN,2023-12-15 18:01:18,3640.0
47,2023-12-15 19:01:58,38,P+R BARJE,P+R BARJE,False,False,20,8,11,OPEN,2023-12-15 18:00:08,3710.0
48,2023-12-15 19:01:58,26,ROŽNA DOLINA-ŠKRABČEVA UL.,Škrabčeva ulica 2,False,False,18,14,4,OPEN,2023-12-15 17:57:53,3845.0
49,2023-12-15 19:01:58,21,KINO ŠIŠKA,Celovška cesta 111c,False,False,26,21,5,OPEN,2023-12-15 18:00:55,3663.0
50,2023-12-15 19:01:58,49,BRODARJEV TRG,Nove Fuzine 8,False,False,20,6,14,OPEN,2023-12-15 17:54:25,4053.0
51,2023-12-15 19:01:58,24,ZALOŠKA C.-GRABLOVIČEVA C.,Zaloška cesta 16,False,False,16,11,5,OPEN,2023-12-15 17:58:31,3807.0
52,2023-12-15 19:01:58,79,DOLENJSKA C. - STRELIŠČE,Dolenjska c. 11,False,False,20,13,7,OPEN,2023-12-15 17:54:58,4020.0
53,2023-12-15 19:01:58,47,ŠTEPANJSKO NASELJE 1-JAKČEVA ULICA,Jakčeva ulica 37,False,False,19,11,8,OPEN,2023-12-15 18:00:11,3707.0
54,2023-12-15 19:01:58,75,SOSESKA NOVO BRDO,Pot rdečega križa,False,False,20,14,6,OPEN,2023-12-15 17:57:46,3852.0
55,2023-12-15 19:01:58,58,TRŽNICA KOSEZE,Vodnikova cesta 187,False,False,18,12,6,OPEN,2023-12-15 17:58:38,3800.0
56,2023-12-15 19:01:58,62,ALEJA - CELOVŠKA CESTA,Aleja - Celovška Cesta,False,False,20,9,11,OPEN,2023-12-15 18:00:52,3666.0
57,2023-12-15 19:01:58,33,MERCATOR CENTER ŠIŠKA,Cesta Ljubljanske brigade 33,False,False,22,12,10,OPEN,2023-12-15 17:56:59,3899.0
58,2023-12-15 19:01:58,16,GH ŠENTPETER-NJEGOŠEVA C.,Zaloška cesta 1,False,False,24,24,0,OPEN,2023-12-15 17:56:37,3921.0
59,2023-12-15 19:01:58,84,HOFER - POLJE,Polje 51,False,False,20,7,13,OPEN,2023-12-15 17:56:24,3934.0
60,2023-12-15 19:01:58,65,VIŠKO POLJE,Cesta na Brdo,False,False,20,10,10,OPEN,2023-12-15 17:56:58,3900.0
61,2023-12-15 19:01:58,40,BONIFACIJA,Tržaška 123,False,False,21,17,4,OPEN,2023-12-15 17:54:48,4030.0
62,2023-12-15 19:01:58,39,P + R DOLGI MOST,P+R Dolgi most,False,False,20,15,5,OPEN,2023-12-15 17:55:43,3975.0
63,2023-12-15 19:01:58,67,DRAVLJE,Celovška cesta,False,False,20,19,1,OPEN,2023-12-15 17:55:35,3983.0
64,2023-12-15 19:01:58,70,POLJE,Zadobrovška cesta,False,False,20,17,3,OPEN,2023-12-15 17:54:02,4076.0
65,2023-12-15 19:01:58,83,SUPERNOVA LJUBLJANA - RUDNIK,Jurčkova 223,False,False,20,14,6,OPEN,2023-12-15 17:56:39,3919.0
66,2023-12-15 19:01:58,56,SREDNJA FRIZERSKA ŠOLA,Litostrojska cesta 53,False,False,20,16,4,OPEN,2023-12-15 17:59:30,3748.0
67,2023-12-15 19:01:58,9,TRG OF-KOLODVORSKA UL.,Trg OF 12,False,False,26,3,23,OPEN,2023-12-15 17:59:34,3744.0
68,2023-12-15 19:01:58,13,TRG MDB,Trg MDB 9,False,False,20,13,7,OPEN,2023-12-15 17:58:10,3828.0
69,2023-12-15 19:01:58,18,TRŽAŠKA C.-ILIRIJA,Tržaška cesta 37,False,False,20,20,0,OPEN,2023-12-15 17:58:42,3796.0
70,2023-12-15 19:01:58,1,PREŠERNOV TRG-PETKOVŠKOVO NABREŽJE,Prešernov trg 6,False,False,20,0,20,OPEN,2023-12-15 17:57:20,3878.0
71,2023-12-15 19:01:58,60,MERCATOR MARKET - CELOVŠKA C. 163,Celovška 163,False,False,20,11,9,OPEN,2023-12-15 17:58:03,3835.0
72,2023-12-15 19:01:58,44,SAVSKO NASELJE 2-LINHARTOVA CESTA,Topniška 54,False,False,20,19,1,OPEN,2023-12-15 17:57:15,3883.0
73,2023-12-15 19:01:58,5,BREG,Breg 20,False,False,20,20,0,OPEN,2023-12-15 17:57:42,3856.0
74,2023-12-15 19:01:58,36,BTC CITY ATLANTIS,BTC City Atlantis,False,False,20,13,7,OPEN,2023-12-15 17:56:25,3933.0
75,2023-12-15 19:01:58,63,IKEA,Švedska ulica 6,False,False,20,18,2,OPEN,2023-12-15 17:56:57,3901.0
76,2023-12-15 19:01:58,7,MIKLOŠIČEV PARK,Miklošičeva cesta 20,False,False,18,6,12,OPEN,2023-12-15 17:59:08,3770.0
77,2023-12-15 19:01:58,23,BARJANSKA C.-CENTER STAREJŠIH TRNOVO,Devinska ulica 1a,False,False,20,10,10,OPEN,2023-12-15 17:56:12,3946.0
78,2023-12-15 19:01:58,81,LEK - VEROVŠKOVA,Verovškova 57,False,False,20,19,1,OPEN,2023-12-15 17:57:39,3859.0
79,2023-12-15 19:01:58,15,AMBROŽEV TRG,Poljanska cesta 20c,False,False,18,12,6,OPEN,2023-12-15 17:58:03,3835.0
80,2023-12-15 19:01:58,77,VOJKOVA - GASILSKA BRIGADA,Vojkova cesta,False,False,20,12,8,OPEN,2023-12-15 17:57:20,3878.0
81,2023-12-15 19:01:58,61,RAKOVNIK,Rakovnik,False,False,20,6,14,OPEN,2023-12-15 17:56:12,3946.0
82,2023-12-15 19:01:58,50,PREGLOV TRG,Nove Fuzine 33,False,False,20,10,10,OPEN,2023-12-15 17:53:08,4130.0
83,2023-12-15 19:01:58,28,PLEČNIKOV STADION,Dunajska cesta 70,False,False,18,6,12,OPEN,2023-12-15 17:59:08,3770.0
84,2023-12-15 19:02:58,59,LIDL BEŽIGRAD,Bežigrad 11,False,False,20,19,1,OPEN,2023-12-15 17:57:36,3922.0
85,2023-12-15 19:02:58,54,ŠMARTINSKI PARK,Smartinska cesta 58,False,False,20,7,13,OPEN,2023-12-15 17:58:52,3846.0
86,2023-12-15 19:02:58,45,SAVSKO NASELJE 1-ŠMARTINSKA CESTA,Savska cesta 1,False,False,20,20,0,OPEN,2023-12-15 17:59:17,3821.0
87,2023-12-15 19:02:58,68,ČRNUČE,Dunajska cesta,False,False,20,17,3,OPEN,2023-12-15 17:55:21,4057.0
88,2023-12-15 19:02:58,11,VILHARJEVA CESTA,Vilharjeva cesta 23,False,False,20,2,18,OPEN,2023-12-15 17:57:50,3908.0
89,2023-12-15 19:02:58,10,MASARYKOVA DDC,Masarykova cesta 14,False,False,18,14,4,OPEN,2023-12-15 17:59:16,3822.0
90,2023-12-15 19:02:58,2,POGAČARJEV TRG-TRŽNICA,Pogačarjev trg 3,False,False,18,1,17,OPEN,2023-12-15 18:01:52,3666.0
91,2023-12-15 19:02:58,4,CANKARJEVA UL.-NAMA,Cankarjeva cesta 1,False,False,26,17,9,OPEN,2023-12-15 18:00:47,3731.0
92,2023-12-15 19:02:58,41,ANTONOV TRG,Tržaška 91,False,False,20,13,7,OPEN,2023-12-15 17:58:00,3898.0
93,2023-12-15 19:02:58,73,PRUŠNIKOVA,Prušnikova ulica,False,False,20,15,5,OPEN,2023-12-15 17:55:32,4046.0
94,2023-12-15 19:02:58,76,TEHNOLOŠKI PARK,Tehnološki park,False,False,20,15,5,OPEN,2023-12-15 17:55:20,4058.0
95,2023-12-15 19:02:58,66,KOSEŠKI BAJER,Koseška cesta,False,False,20,14,6,OPEN,2023-12-15 17:52:43,4215.0
96,2023-12-15 19:02:58,19,TIVOLI,Celovška cesta 26,False,False,20,8,12,OPEN,2023-12-15 17:57:58,3900.0
97,2023-12-15 19:02:58,25,TRŽNICA MOSTE,Zaloška cesta 54,False,False,21,12,9,OPEN,2023-12-15 18:01:43,3675.0
98,2023-12-15 19:02:58,6,GRUDNOVO NABREŽJE-KARLOVŠKA C.,Grudnovo nabrežje 3,False,False,18,18,0,OPEN,2023-12-15 17:58:19,3879.0
99,2023-12-15 19:02:58,51,LIDL-LITIJSKA CESTA,Litijska cesta 53,False,False,20,14,6,OPEN,2023-12-15 17:56:43,3975.0
100,2023-12-15 19:02:58,31,ŠPORTNI CENTER STOŽICE,Vojkova cesta 91,False,False,26,11,15,OPEN,2023-12-15 17:54:34,4104.0
101,2023-12-15 19:02:58,22,ŠPICA,Prule 8,False,False,18,12,6,OPEN,2023-12-15 17:59:14,3824.0
102,2023-12-15 19:02:58,80,ROŠKA - STRELIŠKA,Roška cesta,False,False,20,15,5,OPEN,2023-12-15 17:56:05,4013.0
103,2023-12-15 19:02:58,8,BAVARSKI DVOR,Slovenska cesta 55c,False,False,20,4,16,OPEN,2023-12-15 18:02:15,3643.0
104,2023-12-15 19:02:58,20,STARA CERKEV,Celovška cesta 69,False,False,14,0,14,OPEN,2023-12-15 17:57:31,3927.0
105,2023-12-15 19:02:58,46,SITULA,Vilharjeva cesta 44,False,False,20,18,2,OPEN,2023-12-15 18:01:51,3667.0
106,2023-12-15 19:02:58,17,ILIRSKA ULICA,Ilirska ulica 1,False,False,18,16,2,OPEN,2023-12-15 17:57:38,3920.0
107,2023-12-15 19:02:58,72,LIDL - RUDNIK,Betettova cesta,False,False,20,12,8,OPEN,2023-12-15 17:54:10,4128.0
108,2023-12-15 19:02:58,64,KOPALIŠČE KOLEZIJA,Gunduličeva ulica,False,False,20,20,0,OPEN,2023-12-15 17:55:43,4035.0
109,2023-12-15 19:02:58,74,POVŠETOVA - KAJUHOVA,Povšetova - Kajuhova,False,False,20,13,7,OPEN,2023-12-15 17:55:54,4024.0
110,2023-12-15 19:02:58,29,DUNAJSKA C.-PS MERCATOR,Dunajska cesta 105,False,False,18,18,0,OPEN,2023-12-15 18:02:14,3644.0
111,2023-12-15 19:02:58,34,CITYPARK,Citypark - Šmartinska 152 g,False,False,20,8,11,OPEN,2023-12-15 17:55:17,4061.0
112,2023-12-15 19:02:58,32,KOPRSKA ULICA,Koprska ulica 98,False,False,8,4,4,OPEN,2023-12-15 17:58:38,3860.0
113,2023-12-15 19:02:58,30,LIDL - VOJKOVA CESTA,,False,False,20,16,4,OPEN,2023-12-15 17:57:19,3939.0
114,2023-12-15 19:02:58,55,POLJANSKA-POTOČNIKOVA,Poljanska cesta 50,False,False,20,12,8,OPEN,2023-12-15 17:58:06,3892.0
115,2023-12-15 19:02:58,57,POVŠETOVA-GRABLOVIČEVA,Grabloviceva ulica 60,False,False,19,14,5,OPEN,2023-12-15 18:00:21,3757.0
116,2023-12-15 19:02:58,12,PARK NAVJE-ŽELEZNA CESTA,Železna cesta 18,False,False,20,18,2,OPEN,2023-12-15 17:58:09,3889.0
117,2023-12-15 19:02:58,71,ZALOG,Zaloška cesta,False,False,20,9,11,OPEN,2023-12-15 17:55:53,4025.0
118,2023-12-15 19:02:58,53,CESTA NA ROŽNIK,Cesta na Rožnik 1,False,False,20,19,1,OPEN,2023-12-15 17:56:50,3968.0
119,2023-12-15 19:02:58,48,HOFER-KAJUHOVA,Kajuhova ulica 42,False,False,20,11,9,OPEN,2023-12-15 17:57:55,3903.0
120,2023-12-15 19:02:58,27,DUNAJSKA C.-PS PETROL,Dunajska cesta 50,False,False,20,18,2,OPEN,2023-12-15 17:55:52,4026.0
121,2023-12-15 19:02:58,69,STUDENEC,Zaloška cesta,False,False,20,4,16,OPEN,2023-12-15 17:57:51,3907.0
122,2023-12-15 19:02:58,14,PARKIRIŠČE NUK 2-FF,Zoisova cesta 2,False,False,20,17,3,OPEN,2023-12-15 17:58:47,3851.0
123,2023-12-15 19:02:58,42,BRATOVŠEVA PLOŠČAD,Dunajska 211,False,False,20,16,4,OPEN,2023-12-15 17:58:02,3896.0
124,2023-12-15 19:02:58,3,KONGRESNI TRG-ŠUBIČEVA ULICA,Kongresni trg 3,False,False,20,10,10,OPEN,2023-12-15 18:02:14,3644.0
125,2023-12-15 19:02:58,43,BS4-STOŽICE,Dunajska 186,False,False,20,12,8,OPEN,2023-12-15 18:01:17,3701.0
126,2023-12-15 19:02:58,78,GERBIČEVA - ŠPORTNI PARK SVOBODA,Gerbičeva ulica 61,False,False,20,17,3,OPEN,2023-12-15 17:58:41,3857.0
127,2023-12-15 19:02:58,52,ŽIVALSKI VRT,Večna pot 70,False,False,20,16,4,OPEN,2023-12-15 17:55:59,4019.0
128,2023-12-15 19:02:58,82,VOKA - SLOVENČEVA,Vodovodna cesta 90,False,False,20,17,3,OPEN,2023-12-15 17:53:08,4190.0
129,2023-12-15 19:02:58,35,BTC CITY/DVORANA A,BTC City/Dvorana A,False,False,20,10,10,OPEN,2023-12-15 17:56:42,3976.0
130,2023-12-15 19:02:58,37,TRNOVO,TRNOVO,False,False,20,12,8,OPEN,2023-12-15 18:01:18,3700.0
131,2023-12-15 19:02:58,38,P+R BARJE,P+R BARJE,False,False,20,8,11,OPEN,2023-12-15 18:00:08,3770.0
132,2023-12-15 19:02:58,26,ROŽNA DOLINA-ŠKRABČEVA UL.,Škrabčeva ulica 2,False,False,18,14,4,OPEN,2023-12-15 17:57:53,3905.0
133,2023-12-15 19:02:58,21,KINO ŠIŠKA,Celovška cesta 111c,False,False,26,21,5,OPEN,2023-12-15 18:00:55,3723.0
134,2023-12-15 19:02:58,49,BRODARJEV TRG,Nove Fuzine 8,False,False,20,6,14,OPEN,2023-12-15 17:54:25,4113.0
135,2023-12-15 19:02:58,24,ZALOŠKA C.-GRABLOVIČEVA C.,Zaloška cesta 16,False,False,16,11,5,OPEN,2023-12-15 17:58:31,3867.0
136,2023-12-15 19:02:58,79,DOLENJSKA C. - STRELIŠČE,Dolenjska c. 11,False,False,20,13,7,OPEN,2023-12-15 17:54:58,4080.0
137,2023-12-15 19:02:58,47,ŠTEPANJSKO NASELJE 1-JAKČEVA ULICA,Jakčeva ulica 37,False,False,19,11,8,OPEN,2023-12-15 18:00:11,3767.0
138,2023-12-15 19:02:58,75,SOSESKA NOVO BRDO,Pot rdečega križa,False,False,20,14,6,OPEN,2023-12-15 17:57:46,3912.0
139,2023-12-15 19:02:58,58,TRŽNICA KOSEZE,Vodnikova cesta 187,False,False,18,12,6,OPEN,2023-12-15 17:58:38,3860.0
140,2023-12-15 19:02:58,62,ALEJA - CELOVŠKA CESTA,Aleja - Celovška Cesta,False,False,20,9,11,OPEN,2023-12-15 18:00:52,3726.0
141,2023-12-15 19:02:58,33,MERCATOR CENTER ŠIŠKA,Cesta Ljubljanske brigade 33,False,False,22,12,10,OPEN,2023-12-15 17:56:59,3959.0
142,2023-12-15 19:02:58,16,GH ŠENTPETER-NJEGOŠEVA C.,Zaloška cesta 1,False,False,24,24,0,OPEN,2023-12-15 17:56:37,3981.0
143,2023-12-15 19:02:58,84,HOFER - POLJE,Polje 51,False,False,20,7,13,OPEN,2023-12-15 17:56:24,3994.0
144,2023-12-15 19:02:58,65,VIŠKO POLJE,Cesta na Brdo,False,False,20,10,10,OPEN,2023-12-15 17:56:58,3960.0
145,2023-12-15 19:02:58,40,BONIFACIJA,Tržaška 123,False,False,21,19,2,OPEN,2023-12-15 18:02:15,3643.0
146,2023-12-15 19:02:58,39,P + R DOLGI MOST,P+R Dolgi most,False,False,20,14,6,OPEN,2023-12-15 18:02:21,3637.0
147,2023-12-15 19:02:58,67,DRAVLJE,Celovška cesta,False,False,20,19,1,OPEN,2023-12-15 17:55:35,4043.0
148,2023-12-15 19:02:58,70,POLJE,Zadobrovška cesta,False,False,20,17,3,OPEN,2023-12-15 17:54:02,4136.0
149,2023-12-15 19:02:58,83,SUPERNOVA LJUBLJANA - RUDNIK,Jurčkova 223,False,False,20,14,6,OPEN,2023-12-15 17:56:39,3979.0
150,2023-12-15 19:02:58,56,SREDNJA FRIZERSKA ŠOLA,Litostrojska cesta 53,False,False,20,16,4,OPEN,2023-12-15 17:59:30,3808.0
151,2023-12-15 19:02:58,9,TRG OF-KOLODVORSKA UL.,Trg OF 12,False,False,26,3,23,OPEN,2023-12-15 17:59:34,3804.0
152,2023-12-15 19:02:58,13,TRG MDB,Trg MDB 9,False,False,20,13,7,OPEN,2023-12-15 17:58:10,3888.0
153,2023-12-15 19:02:58,18,TRŽAŠKA C.-ILIRIJA,Tržaška cesta 37,False,False,20,20,0,OPEN,2023-12-15 17:58:42,3856.0
154,2023-12-15 19:02:58,1,PREŠERNOV TRG-PETKOVŠKOVO NABREŽJE,Prešernov trg 6,False,False,20,0,20,OPEN,2023-12-15 17:57:20,3938.0
155,2023-12-15 19:02:58,60,MERCATOR MARKET - CELOVŠKA C. 163,Celovška 163,False,False,20,11,9,OPEN,2023-12-15 17:58:03,3895.0
156,2023-12-15 19:02:58,44,SAVSKO NASELJE 2-LINHARTOVA CESTA,Topniška 54,False,False,20,19,1,OPEN,2023-12-15 17:57:15,3943.0
157,2023-12-15 19:02:58,5,BREG,Breg 20,False,False,20,20,0,OPEN,2023-12-15 17:57:42,3916.0
158,2023-12-15 19:02:58,36,BTC CITY ATLANTIS,BTC City Atlantis,False,False,20,13,7,OPEN,2023-12-15 17:56:25,3993.0
159,2023-12-15 19:02:58,63,IKEA,Švedska ulica 6,False,False,20,18,2,OPEN,2023-12-15 17:56:57,3961.0
160,2023-12-15 19:02:58,7,MIKLOŠIČEV PARK,Miklošičeva cesta 20,False,False,18,6,12,OPEN,2023-12-15 17:59:08,3830.0
161,2023-12-15 19:02:58,23,BARJANSKA C.-CENTER STAREJŠIH TRNOVO,Devinska ulica 1a,False,False,20,10,10,OPEN,2023-12-15 17:56:12,4006.0
162,2023-12-15 19:02:58,81,LEK - VEROVŠKOVA,Verovškova 57,False,False,20,19,1,OPEN,2023-12-15 17:57:39,3919.0
163,2023-12-15 19:02:58,15,AMBROŽEV TRG,Poljanska cesta 20c,False,False,18,12,6,OPEN,2023-12-15 17:58:03,3895.0
164,2023-12-15 19:02:58,77,VOJKOVA - GASILSKA BRIGADA,Vojkova cesta,False,False,20,12,8,OPEN,2023-12-15 17:57:20,3938.0
165,2023-12-15 19:02:58,61,RAKOVNIK,Rakovnik,False,False,20,6,14,OPEN,2023-12-15 17:56:12,4006.0
166,2023-12-15 19:02:58,50,PREGLOV TRG,Nove Fuzine 33,False,False,20,10,10,OPEN,2023-12-15 17:53:08,4190.0
167,2023-12-15 19:02:58,28,PLEČNIKOV STADION,Dunajska cesta 70,False,False,18,6,12,OPEN,2023-12-15 17:59:08,3830.0
168,2023-12-15 19:03:59,59,LIDL BEŽIGRAD,Bežigrad 11,False,False,20,19,1,OPEN,2023-12-15 17:57:36,3983.0
169,2023-12-15 19:03:59,54,ŠMARTINSKI PARK,Smartinska cesta 58,False,False,20,7,13,OPEN,2023-12-15 17:58:52,3907.0
170,2023-12-15 19:03:59,45,SAVSKO NASELJE 1-ŠMARTINSKA CESTA,Savska cesta 1,False,False,20,20,0,OPEN,2023-12-15 17:59:17,3882.0
171,2023-12-15 19:03:59,68,ČRNUČE,Dunajska cesta,False,False,20,17,3,OPEN,2023-12-15 17:55:21,4118.0
172,2023-12-15 19:03:59,11,VILHARJEVA CESTA,Vilharjeva cesta 23,False,False,20,2,18,OPEN,2023-12-15 17:57:50,3969.0
173,2023-12-15 19:03:59,10,MASARYKOVA DDC,Masarykova cesta 14,False,False,18,14,4,OPEN,2023-12-15 17:59:16,3883.0
174,2023-12-15 19:03:59,2,POGAČARJEV TRG-TRŽNICA,Pogačarjev trg 3,False,False,18,1,17,OPEN,2023-12-15 18:01:52,3727.0
175,2023-12-15 19:03:59,4,CANKARJEVA UL.-NAMA,Cankarjeva cesta 1,False,False,26,17,9,OPEN,2023-12-15 18:00:47,3792.0
176,2023-12-15 19:03:59,41,ANTONOV TRG,Tržaška 91,False,False,20,13,7,OPEN,2023-12-15 17:58:00,3959.0
177,2023-12-15 19:03:59,73,PRUŠNIKOVA,Prušnikova ulica,False,False,20,15,5,OPEN,2023-12-15 17:55:32,4107.0
178,2023-12-15 19:03:59,76,TEHNOLOŠKI PARK,Tehnološki park,False,False,20,15,5,OPEN,2023-12-15 17:55:20,4119.0
179,2023-12-15 19:03:59,66,KOSEŠKI BAJER,Koseška cesta,False,False,20,14,6,OPEN,2023-12-15 18:02:48,3671.0
180,2023-12-15 19:03:59,19,TIVOLI,Celovška cesta 26,False,False,20,7,13,OPEN,2023-12-15 18:02:46,3673.0
181,2023-12-15 19:03:59,25,TRŽNICA MOSTE,Zaloška cesta 54,False,False,21,13,8,OPEN,2023-12-15 18:02:31,3688.0
182,2023-12-15 19:03:59,6,GRUDNOVO NABREŽJE-KARLOVŠKA C.,Grudnovo nabrežje 3,False,False,18,17,1,OPEN,2023-12-15 18:03:04,3655.0
183,2023-12-15 19:03:59,51,LIDL-LITIJSKA CESTA,Litijska cesta 53,False,False,20,14,6,OPEN,2023-12-15 17:56:43,4036.0
